OrderDate,City,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Sales,ShipDate,State,DaystoShipActual,SalesForecast,DaystoShipScheduled,SalesperCustomer,ProfitRatio,latitude,longitude,Category_encoded,Region_encoded,Segment_encoded,ShipMode_encoded,ShipStatus_encoded,Sub_Category_encoded
2011-09-07,Oswego,0.8,CA-2011-126193,60543,Ibico Hi-Tech Manual Binding System,-534,5,305,2011-09-14,Illinois,7,400,6,304.99,-175.0,41.6849,-88.3453,1,3,1,1,2,1
2011-09-07,Philadelphia,0.2,CA-2011-122882,19134,Carina 42Hx23 3/4W Media Storage Unit,-15,1,65,2011-09-13,Pennsylvania,6,85,6,64.78,-22.5,39.9925,-75.1133,1,2,2,1,3,5
2011-09-07,Santa Clara,0.0,CA-2011-109918,95051,"Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8 Cut",7,4,27,2011-09-12,California,5,36,3,27.36,27.0,37.3483,-121.9844,1,1,2,2,2,15
2011-09-07,Santa Clara,0.2,CA-2011-109918,95051,Avery Legal 4-Ring Binder,31,5,84,2011-09-12,California,5,110,3,83.92,37.5,37.3483,-121.9844,1,1,2,2,2,1
2011-09-07,Santa Clara,0.0,CA-2011-109918,95051,"Message Book, Wirebound, Four 5 1/2 X 4 Forms/Pg., 200 Dupl. Sets/Book",10,2,21,2011-09-12,California,5,27,3,20.56,47.0,37.3483,-121.9844,1,1,2,2,2,2
2011-09-07,Tulsa,0.0,CA-2011-117765,74133,Akro-Mils 12-Gallon Tote,6,2,20,2011-09-13,Oklahoma,6,26,6,19.86,29.0,36.0467,-95.8841,1,3,3,1,3,5
2011-09-07,Tulsa,0.0,CA-2011-117765,74133,Avery Recycled Flexi-View Covers for Binding Systems,15,2,32,2011-09-13,Oklahoma,6,42,6,32.06,48.0,36.0467,-95.8841,1,3,3,1,3,1
2011-09-07,Tulsa,0.0,CA-2011-131002,74133,"GBC Laser Imprintable Binding System Covers, Desert Sand",20,3,43,2011-09-12,Oklahoma,5,56,3,42.81,47.0,36.0467,-95.8841,1,3,1,2,2,1
2011-09-07,Tulsa,0.0,CA-2011-131002,74133,Xerox 2000,6,2,13,2011-09-12,Oklahoma,5,17,3,12.96,48.0,36.0467,-95.8841,1,3,1,2,2,2
2011-09-07,Houston,0.2,CA-2011-105165,77036,Belkin Standard 104 key USB Keyboard,-3,4,47,2011-09-10,Texas,3,61,1,46.69,-6.3,29.6984,-95.5405,3,3,3,3,2,7
2011-09-07,Houston,0.2,CA-2011-105165,77036,Panasonic KX TS3282B Corded phone,15,3,197,2011-09-10,Texas,3,258,1,196.78,7.5,29.6984,-95.5405,3,3,3,3,2,4
2011-09-07,New York City,0.0,CA-2011-100006,10024,AT&T EL51110 DECT,110,3,378,2011-09-13,New York,6,495,6,377.97,29.0,40.7864,-73.9764,3,2,1,1,3,4
2011-09-07,Philadelphia,0.7,CA-2011-122882,19134,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,-559,4,400,2011-09-13,Pennsylvania,6,524,6,399.54,-140.0,39.9925,-75.1133,3,2,2,1,3,16
2011-09-07,Philadelphia,0.4,CA-2011-122882,19134,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,4,3,32,2011-09-13,Pennsylvania,6,42,6,32.38,13.3,39.9925,-75.1133,3,2,2,1,3,4
2011-09-07,Tulsa,0.0,CA-2011-131002,74133,Plantronics Cordless Phone Headset with In-line Volume - M214C,28,3,105,2011-09-12,Oklahoma,5,137,3,104.85,27.0,36.0467,-95.8841,3,3,1,2,2,4
2011-09-08,Houston,0.3,CA-2011-146283,77036,SAFCO Arco Folding Chair,-14,5,967,2011-09-15,Texas,7,1267,6,966.7,-1.4,29.6984,-95.5405,2,3,1,1,2,8
2011-09-08,New York City,0.1,CA-2011-146815,10009,Global Super Steno Chair,13,2,173,2011-09-13,New York,5,226,6,172.76,7.8,40.7262,-73.9796,2,2,3,1,1,8
2011-09-08,Pasco,0.2,CA-2011-107818,99301,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",122,5,976,2011-09-14,Washington,6,1279,6,975.92,12.5,46.2492,-119.1044,2,1,1,1,3,8
2011-09-08,San Antonio,0.3,CA-2011-139892,78207,SAFCO Arco Folding Chair,-25,9,1740,2011-09-12,Texas,4,2280,6,1740.06,-1.4,29.4229,-98.526,2,3,1,1,1,8
2011-09-08,Chesapeake,0.0,CA-2011-128839,23320,Advantus Plastic Paper Clips,22,9,45,2011-09-13,Virginia,5,59,6,45.0,48.0,36.7352,-76.2384,1,4,1,1,1,14
2011-09-08,Houston,0.2,CA-2011-146283,77036,"Geographics Note Cards, Blank, White, 8 1/2 x 11",6,2,18,2011-09-15,Texas,7,23,6,17.9,35.0,29.6984,-95.5405,1,3,1,1,2,2
2011-09-08,Houston,0.2,CA-2011-146283,77036,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",61,6,182,2011-09-15,Texas,7,239,6,182.11,33.8,29.6984,-95.5405,1,3,1,1,2,2
2011-09-08,Long Beach,0.0,CA-2011-123127,11561,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,4,2,17,2011-09-12,New York,4,22,6,16.78,25.0,40.5877,-73.6595,1,2,2,1,1,9
2011-09-08,New York City,0.0,CA-2011-146815,10009,Nontoxic Chalk,2,2,4,2011-09-13,New York,5,5,6,3.52,48.0,40.7262,-73.9796,1,2,3,1,1,6
2011-09-08,Pasco,0.0,CA-2011-107818,99301,Carina Double Wide Media Storage Towers in Natural & Black,19,6,486,2011-09-14,Washington,6,637,6,485.88,4.0,46.2492,-119.1044,1,1,1,1,3,5
2011-09-08,Pasco,0.0,CA-2011-107818,99301,"Hunt PowerHouse Electric Pencil Sharpener, Blue",91,8,304,2011-09-14,Washington,6,398,6,303.84,30.0,46.2492,-119.1044,1,1,1,1,3,6
2011-09-08,Pasco,0.0,CA-2011-107818,99301,Prang Colored Pencils,3,2,6,2011-09-14,Washington,6,8,6,5.88,45.0,46.2492,-119.1044,1,1,1,1,3,6
2011-09-08,San Antonio,0.2,CA-2011-139892,78207,BIC Brite Liner Highlighters,3,3,10,2011-09-12,Texas,4,13,6,9.94,27.5,29.4229,-98.526,1,3,1,1,1,6
2011-09-08,San Antonio,0.8,CA-2011-139892,78207,Kensington 7 Outlet MasterPiece Power Center,-454,5,178,2011-09-12,Texas,4,233,6,177.98,-255.0,29.4229,-98.526,1,3,1,1,1,9
2011-09-08,San Antonio,0.2,CA-2011-139892,78207,Sanford Liquid Accent Highlighters,7,6,32,2011-09-12,Texas,4,42,6,32.06,21.3,29.4229,-98.526,1,3,1,1,1,6
2011-09-08,San Antonio,0.2,CA-2011-139892,78207,Space Solutions HD Industrial Steel Shelving.,-59,3,276,2011-09-12,Texas,4,362,6,275.93,-21.3,29.4229,-98.526,1,3,1,1,1,5
2011-09-08,San Francisco,0.0,CA-2011-168592,94110,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",24,5,57,2011-09-14,California,6,74,6,56.65,43.0,37.7509,-122.4153,1,1,3,1,3,9
2011-09-08,San Francisco,0.0,CA-2011-168592,94110,Ideal Clamps,2,2,4,2011-09-14,California,6,5,6,4.02,49.0,37.7509,-122.4153,1,1,3,1,3,14
2011-09-08,San Francisco,0.0,CA-2011-168592,94110,Pizazz Global Quick File,4,1,15,2011-09-14,California,6,20,6,14.97,28.0,37.7509,-122.4153,1,1,3,1,3,5
2011-09-08,San Francisco,0.2,CA-2011-140032,94109,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2 X 11",3,2,9,2011-09-13,California,5,11,6,8.61,35.0,37.7917,-122.4186,1,1,1,1,1,1
2011-09-08,Tyler,0.8,US-2011-115987,75701,GBC ProClick Punch Binding System,-79,4,51,2011-09-13,Texas,5,67,3,51.18,-155.0,32.3254,-95.2922,1,3,1,2,2,1
2011-09-08,Chesapeake,0.0,CA-2011-128839,23320,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",90,3,210,2011-09-13,Virginia,5,275,6,209.97,43.0,36.7352,-76.2384,3,4,1,1,1,16
2011-09-08,Macon,0.0,CA-2011-163293,31204,"Maxell 74 Minute CD-R Spindle, 50/Pack",30,4,84,2011-09-11,Georgia,3,110,1,83.88,36.0,32.8424,-83.6766,3,4,2,3,2,7
2011-09-08,Macon,0.0,CA-2011-163293,31204,Memorex Froggy Flash Drive 4 GB,13,3,33,2011-09-11,Georgia,3,43,1,32.97,39.0,32.8424,-83.6766,3,4,2,3,2,7
2011-09-08,San Antonio,0.2,CA-2011-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,9,3,144,2011-09-12,Texas,4,189,6,143.98,6.3,29.4229,-98.526,3,3,1,1,1,4
2011-09-08,San Antonio,0.4,CA-2011-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,-1360,8,8160,2011-09-12,Texas,4,10693,6,8159.95,-16.7,29.4229,-98.526,3,3,1,1,1,16
2011-09-08,San Francisco,0.0,CA-2011-132500,94110,Logitech Wireless Touch Keyboard K400,8,2,50,2011-09-12,California,4,65,6,49.98,17.0,37.7509,-122.4153,3,1,1,1,1,7
2011-09-09,Lancaster,0.2,US-2011-131870,43130,Nu-Dell Executive Frame,13,6,61,2011-09-11,Ohio,2,80,1,60.67,21.3,39.7187,-82.6031,2,2,3,3,2,3
2011-09-09,Lowell,0.0,CA-2011-126403,1852,Global Italian Leather Office Chair,212,6,786,2011-09-12,Massachusetts,3,1030,3,785.88,27.0,42.6344,-71.2983,2,2,2,2,3,8
2011-09-09,Philadelphia,0.2,CA-2011-102869,19140,"Master Caster Door Stop, Large Neon Orange",5,3,17,2011-09-14,Pennsylvania,5,23,3,17.47,28.8,40.0118,-75.1456,2,2,1,2,2,3
2011-09-09,Chicago,0.2,CA-2011-103527,60653,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",3,3,11,2011-09-14,Illinois,5,14,3,10.9,31.3,41.8196,-87.6126,1,3,1,2,2,2
2011-09-09,Detroit,0.0,CA-2011-144407,48227,Alphabetical Labels for Top Tab Filing,52,7,104,2011-09-15,Michigan,6,136,6,103.6,50.0,42.3883,-83.1937,1,3,1,1,3,10
2011-09-09,Lancaster,0.2,US-2011-131870,43130,Newell 320,3,9,31,2011-09-11,Ohio,2,40,1,30.82,8.8,39.7187,-82.6031,1,2,3,3,2,6
2011-09-09,Lowell,0.0,CA-2011-126403,1852,Advantus Motivational Note Cards,13,2,26,2011-09-12,Massachusetts,3,34,3,26.2,49.0,42.6344,-71.2983,1,2,2,2,3,2
2011-09-09,Lowell,0.0,CA-2011-126403,1852,Tennsco 6- and 18-Compartment Lockers,239,5,1326,2011-09-12,Massachusetts,3,1737,3,1325.85,18.0,42.6344,-71.2983,1,2,2,2,3,5
2011-09-09,Lowell,0.0,CA-2011-126403,1852,Xerox 1913,80,3,166,2011-09-12,Massachusetts,3,218,3,166.44,48.0,42.6344,-71.2983,1,2,2,2,3,2
2011-09-09,Philadelphia,0.2,CA-2011-102869,19140,Xerox 210,5,3,16,2011-09-14,Pennsylvania,5,20,3,15.55,35.0,40.0118,-75.1456,1,2,1,2,2,2
2011-09-09,Greenville,0.5,US-2011-115196,27834,"3D Systems Cube Printer, 2nd Generation, White",-572,2,1300,2011-09-13,North Carolina,4,1704,6,1299.99,-44.0,35.6192,-77.3975,3,4,1,1,1,16
2011-09-09,Philadelphia,0.4,CA-2011-102869,19140,Polycom SoundPoint IP 450 VoIP phone,-32,1,136,2011-09-14,Pennsylvania,5,178,3,135.52,-23.3,40.0118,-75.1456,3,2,1,2,2,4
2011-09-09,Philadelphia,0.2,CA-2011-102869,19140,Rosewill 107 Normal Keys USB Wired Standard Keyboard,-5,6,65,2011-09-14,Pennsylvania,5,85,3,64.7,-7.5,40.0118,-75.1456,3,2,1,2,2,7
2011-09-10,Clifton,0.0,CA-2011-113383,7011,"Dana Fluorescent Magnifying Lamp, White, 36",76,5,255,2011-09-13,New Jersey,3,334,1,254.9,30.0,40.8789,-74.1425,2,2,1,3,2,3
2011-09-10,Gresham,0.2,CA-2011-125731,97030,GuestStacker Chair with Chrome Finish Legs,149,5,1487,2011-09-16,Oregon,6,1949,6,1487.04,10.0,45.5154,-122.4203,2,1,1,1,3,8
2011-09-10,Clifton,0.0,CA-2011-113383,7011,Kensington 6 Outlet Guardian Standard Surge Protector,22,4,82,2011-09-13,New Jersey,3,107,1,81.92,27.0,40.8789,-74.1425,1,2,1,3,2,9
2011-09-10,Gresham,0.2,CA-2011-125731,97030,Peel & Seel Envelopes,8,7,22,2011-09-16,Oregon,6,28,6,21.73,35.0,45.5154,-122.4203,1,1,1,1,3,12
2011-09-10,Virginia Beach,0.0,US-2011-138835,23464,Tuff Stuff Recycled Round Ring Binders,5,2,10,2011-09-14,Virginia,4,13,6,9.64,49.0,36.7978,-76.1759,1,4,3,1,1,1
2011-09-11,Oxnard,0.0,CA-2011-112837,93030,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",22,3,128,2011-09-16,California,5,168,6,127.95,17.0,34.2141,-119.175,2,1,1,1,1,3
2011-09-12,New York City,0.1,CA-2011-116246,10035,HON 5400 Series Task Chairs for Big and Tall,421,6,3785,2011-09-17,New York,5,4960,3,3785.29,11.1,40.8011,-73.9371,2,2,1,2,2,8
2011-09-12,Olathe,0.0,US-2011-119081,66062,Seth Thomas 8 1/2 Cubicle Clock,13,2,41,2011-09-19,Kansas,7,53,6,40.56,32.0,38.8733,-94.7752,2,3,3,1,2,3
2011-09-12,Cary,0.2,CA-2011-138527,27511,Fellowes 8 Outlet Superior Workstation Surge Protector,19,5,167,2011-09-17,North Carolina,5,219,6,166.84,11.3,35.7641,-78.7786,1,4,2,1,1,9
2011-09-12,Cary,0.2,CA-2011-138527,27511,Xerox 220,4,2,10,2011-09-17,North Carolina,5,14,6,10.37,35.0,35.7641,-78.7786,1,4,2,1,1,2
2011-09-12,Fairfield,0.7,CA-2011-103702,45014,"Premier Elliptical Ring Binder, Black",-47,7,64,2011-09-17,Ohio,5,84,6,63.92,-73.3,39.3266,-84.5479,1,2,1,1,1,1
2011-09-12,Houston,0.8,US-2011-150924,77070,Wilson Jones Impact Binders,-8,5,5,2011-09-16,Texas,4,7,3,5.18,-155.0,29.9781,-95.5803,1,3,1,2,2,1
2011-09-12,Olathe,0.0,US-2011-119081,66062,Compact Automatic Electric Letter Opener,7,3,358,2011-09-19,Kansas,7,469,6,357.93,2.0,38.8733,-94.7752,1,3,3,1,2,15
2011-09-12,Olathe,0.0,US-2011-119081,66062,GBC DocuBind P100 Manual Binding Machine,149,2,332,2011-09-19,Kansas,7,435,6,331.96,45.0,38.8733,-94.7752,1,3,3,1,2,1
2011-09-12,Cary,0.2,CA-2011-138527,27511,SanDisk Cruzer 32 GB USB Flash Drive,2,1,15,2011-09-17,North Carolina,5,20,6,15.22,15.0,35.7641,-78.7786,3,4,2,1,1,7
2011-09-12,New Rochelle,0.0,CA-2011-101476,10801,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",30,1,70,2011-09-13,New York,1,92,1,69.99,43.0,40.9166,-73.7877,3,2,3,3,3,16
2011-09-12,Olathe,0.0,US-2011-119081,66062,SanDisk Cruzer 16 GB USB Flash Drive,11,5,57,2011-09-19,Kansas,7,75,6,57.4,19.0,38.8733,-94.7752,3,3,3,1,2,7
2011-09-13,Odessa,0.3,CA-2011-113859,79762,"Padded Folding Chairs, Black, 4/Carton",-10,6,340,2011-09-17,Texas,4,446,6,340.12,-2.9,31.889,-102.3548,2,3,3,1,1,8
2011-09-13,Seattle,0.0,CA-2011-142769,98103,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,6,3,14,2011-09-13,Washington,0,19,0,14.19,39.0,47.6733,-122.3426,2,1,1,4,3,3
2011-09-13,Charlotte,0.7,US-2011-156216,28205,GBC Instant Index System for Binding Systems,-12,7,19,2011-09-17,North Carolina,4,24,6,18.65,-66.7,35.22,-80.7881,1,4,2,1,1,1
2011-09-13,Columbus,0.7,CA-2011-126277,43229,Acco Suede Grain Vinyl Round Ring Binder,-2,3,3,2011-09-18,Ohio,5,3,3,2.5,-80.0,40.0839,-82.9726,1,2,1,2,2,1
2011-09-13,New York City,0.0,CA-2011-145212,10011,Newell 322,1,3,5,2011-09-19,New York,6,7,6,5.46,27.0,40.7402,-73.9996,1,2,1,1,3,6
2011-09-13,Philadelphia,0.2,CA-2011-132962,19143,Xerox 1985,5,3,16,2011-09-16,Pennsylvania,3,20,1,15.55,35.0,39.9448,-75.2288,1,2,1,3,2,2
2011-09-13,Seattle,0.0,CA-2011-142769,98103,Acme Value Line Scissors,2,2,7,2011-09-13,Washington,0,10,0,7.3,30.0,47.6733,-122.3426,1,1,1,4,3,15
2011-09-13,Seattle,0.0,CA-2011-142769,98103,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",10,2,23,2011-09-13,Washington,0,30,0,22.66,43.0,47.6733,-122.3426,1,1,1,4,3,9
2011-09-13,Seattle,0.0,CA-2011-142769,98103,OIC Thumb-Tacks,3,5,6,2011-09-13,Washington,0,7,0,5.7,47.0,47.6733,-122.3426,1,1,1,4,3,14
2011-09-13,Seattle,0.0,CA-2011-142769,98103,Xerox 1942,24,1,49,2011-09-13,Washington,0,64,0,48.94,50.0,47.6733,-122.3426,1,1,1,4,3,2
2011-09-13,Tempe,0.2,CA-2011-140039,85281,Eldon File Chest Portable File,6,5,79,2011-09-17,Arizona,4,104,6,79.4,7.5,33.4227,-111.9261,1,1,2,1,1,5
2011-09-13,Philadelphia,0.2,CA-2011-132962,19143,Hypercom P1300 Pinpad,54,5,252,2011-09-16,Pennsylvania,3,330,1,252.0,21.3,39.9448,-75.2288,3,2,1,3,2,7
2011-09-13,Seattle,0.0,CA-2011-142769,98103,Logitech Wireless Performance Mouse MX for PC and Mac,76,2,200,2011-09-13,Washington,0,262,0,199.98,38.0,47.6733,-122.3426,3,1,1,4,3,7
2011-09-13,Seattle,0.0,CA-2011-142769,98103,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,61,4,145,2011-09-13,Washington,0,190,0,144.96,42.0,47.6733,-122.3426,3,1,1,4,3,7
2011-09-13,Seattle,0.0,CA-2011-142769,98103,WD My Passport Ultra 500GB Portable External Hard Drive,20,2,118,2011-09-13,Washington,0,155,0,118.0,17.0,47.6733,-122.3426,3,1,1,4,3,7
2011-09-14,Corpus Christi,0.6,US-2011-127635,78415,Stacking Trays by OIC,-7,5,10,2011-09-18,Texas,4,13,3,9.96,-67.5,27.7262,-97.4078,2,3,2,2,2,3
2011-09-14,Macon,0.0,CA-2011-159184,31204,Seth Thomas 14 Day/Date Wall Clock,53,5,142,2011-09-19,Georgia,5,187,6,142.4,37.0,32.8424,-83.6766,2,4,1,1,1,3
2011-09-14,New York City,0.4,CA-2011-160766,10009,KI Adjustable-Height Table,-108,9,464,2011-09-14,New York,0,608,0,464.29,-23.3,40.7262,-73.9796,2,2,1,4,3,11
2011-09-14,Tampa,0.2,CA-2011-145576,33614,Advantus Panel Wall Acrylic Frame,4,3,13,2011-09-18,Florida,4,17,3,13.13,28.8,28.0091,-82.5034,2,4,1,2,2,3
2011-09-14,Chicago,0.2,US-2011-100853,60623,Avery 51,7,4,20,2011-09-19,Illinois,5,26,6,20.16,32.5,41.849,-87.7157,1,3,2,1,1,10
2011-09-14,Chicago,0.8,US-2011-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-131,2,52,2011-09-19,Illinois,5,69,6,52.45,-250.0,41.849,-87.7157,1,3,2,1,1,9
2011-09-14,Corpus Christi,0.2,US-2011-127635,78415,Revere Boxed Rubber Bands by Revere,-1,4,6,2011-09-18,Texas,4,8,3,6.05,-22.5,27.7262,-97.4078,1,3,2,2,2,14
2011-09-14,Corpus Christi,0.8,US-2011-127635,78415,Trimflex Flexible Post Binders,-14,2,9,2011-09-18,Texas,4,11,3,8.55,-160.0,27.7262,-97.4078,1,3,2,2,2,1
2011-09-14,Corpus Christi,0.2,US-2011-127635,78415,Xerox 1900,2,2,7,2011-09-18,Texas,4,9,3,6.85,31.3,27.7262,-97.4078,1,3,2,2,2,2
2011-09-14,Macon,0.0,CA-2011-159184,31204,Avery Poly Binder Pockets,3,2,7,2011-09-19,Georgia,5,9,6,7.16,48.0,32.8424,-83.6766,1,4,1,1,1,1
2011-09-14,New York City,0.0,CA-2011-160766,10009,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,198,2,601,2011-09-14,New York,0,788,0,601.3,33.0,40.7262,-73.9796,1,2,1,4,3,9
2011-09-14,New York City,0.0,CA-2011-160766,10009,Staples,31,7,68,2011-09-14,New York,0,90,0,68.46,46.0,40.7262,-73.9796,1,2,1,4,3,12
2011-09-14,New York City,0.0,CA-2011-160766,10009,Xerox 198,21,9,45,2011-09-14,New York,0,59,0,44.82,47.0,40.7262,-73.9796,1,2,1,4,3,2
2011-09-14,Rochester,0.0,CA-2011-113362,14609,Colored Envelopes,5,3,11,2011-09-19,New York,5,15,6,11.07,46.0,43.174,-77.5637,1,2,1,1,1,12
2011-09-14,Rochester,0.0,CA-2011-113362,14609,Fellowes Officeware Wire Shelving,9,5,449,2011-09-19,New York,5,589,6,449.15,2.0,43.174,-77.5637,1,2,1,1,1,5
2011-09-14,Tampa,0.2,CA-2011-145576,33614,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",1,5,13,2011-09-18,Florida,4,17,3,13.0,10.0,28.0091,-82.5034,1,4,1,2,2,9
2011-09-14,New York City,0.0,CA-2011-160766,10009,Ativa V4110MDD Micro-Cut Shredder,1372,4,2800,2011-09-14,New York,0,3669,0,2799.96,49.0,40.7262,-73.9796,3,2,1,4,3,16
2011-09-14,New York City,0.0,CA-2011-160766,10009,Spigen Samsung Galaxy S5 Case Wallet,4,1,17,2011-09-14,New York,0,22,0,16.99,26.0,40.7262,-73.9796,3,2,1,4,3,4
2011-09-14,New York City,0.0,CA-2011-160766,10009,Vtech CS6719,81,3,288,2011-09-14,New York,0,377,0,287.97,28.0,40.7262,-73.9796,3,2,1,4,3,4
2011-09-15,New York City,0.0,CA-2011-138100,10011,"Master Caster Door Stop, Large Neon Orange",6,2,15,2011-09-20,New York,5,19,6,14.56,43.0,40.7402,-73.9996,2,2,1,1,1,3
2011-09-15,Philadelphia,0.2,CA-2011-149594,19120,Seth Thomas 16 Steel Case Clock,17,4,104,2011-09-19,Pennsylvania,4,136,6,103.94,16.3,40.0343,-75.1213,2,2,2,1,1,3
2011-09-15,New York City,0.0,CA-2011-138100,10011,Staples,7,3,15,2011-09-20,New York,5,20,6,14.94,47.0,40.7402,-73.9996,1,2,1,1,1,2
2011-09-16,New York City,0.2,CA-2011-141152,10024,Avery Trapezoid Extra Heavy Duty 4 Binders,13,1,34,2011-09-19,New York,3,44,1,33.55,37.5,40.7864,-73.9764,1,2,2,3,2,1
2011-09-17,Seattle,0.0,CA-2011-103940,98103,Executive Impressions 12 Wall Clock,13,2,35,2011-09-21,Washington,4,46,6,35.34,38.0,47.6733,-122.3426,2,1,1,1,1,3
2011-09-17,Chula Vista,0.0,CA-2011-112851,91911,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2, 100/Box",86,3,183,2011-09-21,California,4,240,6,182.94,47.0,32.6084,-117.0565,1,1,1,1,1,12
2011-09-17,Philadelphia,0.7,US-2011-158638,19120,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Light Blue",-4,4,6,2011-09-21,Pennsylvania,4,8,6,5.89,-70.0,40.0343,-75.1213,1,2,3,1,1,1
2011-09-17,Raleigh,0.2,US-2011-117170,27604,Xerox 1924,2,1,5,2011-09-24,North Carolina,7,6,6,4.62,36.3,35.8334,-78.5799,1,4,1,1,2,2
2011-09-17,Seattle,0.0,CA-2011-103940,98103,Eldon Gobal File Keepers,1,2,30,2011-09-21,Washington,4,40,6,30.28,4.0,47.6733,-122.3426,1,1,1,1,1,5
2011-09-17,Seattle,0.0,CA-2011-103940,98103,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,16,3,58,2011-09-21,Washington,4,76,6,57.93,28.0,47.6733,-122.3426,1,1,1,1,1,5
2011-09-17,Seattle,0.2,CA-2011-103940,98103,GBC Prestige Therm-A-Bind Covers,46,5,137,2011-09-21,Washington,4,180,6,137.24,33.8,47.6733,-122.3426,1,1,1,1,1,1
2011-09-17,Springfield,0.2,CA-2011-131947,97477,Boston 16701 Slimline Battery Pencil Sharpener,5,3,38,2011-09-22,Oregon,5,50,6,38.26,12.5,44.0611,-123.0153,1,1,1,1,1,6
2011-09-17,Springfield,0.2,CA-2011-131947,97477,Newell 313,0,2,5,2011-09-22,Oregon,5,7,6,5.25,8.8,44.0611,-123.0153,1,1,1,1,1,6
2011-09-17,Springfield,0.2,CA-2011-131947,97477,Riverleaf Stik-Withit Designer Note Cubes,13,5,40,2011-09-22,Oregon,5,53,6,40.24,32.5,44.0611,-123.0153,1,1,1,1,1,2
2011-09-17,Springfield,0.2,CA-2011-131947,97477,Xerox 1960,46,6,149,2011-09-22,Oregon,5,195,6,148.7,31.3,44.0611,-123.0153,1,1,1,1,1,2
2011-09-17,Raleigh,0.2,US-2011-117170,27604,Logitech Trackman Marble Mouse,13,2,48,2011-09-24,North Carolina,7,63,6,47.98,27.5,35.8334,-78.5799,3,4,1,1,2,7
2011-09-17,Springfield,0.7,CA-2011-131947,97477,Plantronics Single Ear Headset,-22,5,30,2011-09-22,Oregon,5,39,6,29.93,-73.3,44.0611,-123.0153,3,1,1,1,1,16
2011-09-17,Springfield,0.2,CA-2011-131947,97477,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",17,10,56,2011-09-22,Oregon,5,73,6,55.92,30.0,44.0611,-123.0153,3,1,1,1,1,7
2011-09-19,Chandler,0.5,CA-2011-138177,85224,Hon 2111 Invitation Series Straight Table,-46,1,74,2011-09-24,Arizona,5,97,6,73.92,-62.0,33.3301,-111.8632,2,1,2,1,1,11
2011-09-19,New York City,0.1,CA-2011-168130,10011,Hon Olson Stacker Stools,177,7,887,2011-09-19,New York,0,1162,0,887.1,20.0,40.7402,-73.9996,2,2,2,4,3,8
2011-09-19,Charlotte,0.2,CA-2011-127299,28205,Project Tote Personal File,8,6,67,2011-09-24,North Carolina,5,88,6,67.34,11.3,35.22,-80.7881,1,4,1,1,1,5
2011-09-19,Long Beach,0.0,CA-2011-156601,90805,OIC Binder Clips,4,2,7,2011-09-24,California,5,9,6,7.16,50.0,33.8635,-118.1801,1,1,2,1,1,14
2011-09-19,San Francisco,0.0,CA-2011-159849,94110,Revere Boxed Rubber Bands by Revere,0,3,6,2011-09-19,California,0,7,0,5.67,2.0,37.7509,-122.4153,1,1,3,4,3,14
2011-09-19,Seattle,0.0,CA-2011-132787,98115,"Decoflex Hanging Personal Folder File, Blue",25,6,93,2011-09-23,Washington,4,121,6,92.52,27.0,47.6849,-122.2968,1,1,2,1,1,5
2011-09-19,Charlotte,0.5,CA-2011-127299,28205,HP Designjet T520 Inkjet Large Format Printer - 24 Color,-945,3,2625,2011-09-24,North Carolina,5,3440,6,2624.99,-36.0,35.22,-80.7881,3,4,1,1,1,16
2011-09-19,Houston,0.4,US-2011-106992,77036,Lexmark MX611dhe Monochrome Laser Printer,-510,3,3060,2011-09-21,Texas,2,4010,3,3059.98,-16.7,29.6984,-95.5405,3,3,2,2,1,16
2011-09-19,Houston,0.4,US-2011-106992,77036,Xerox WorkCentre 6505DN Laser Multifunction Printer,-252,7,2520,2011-09-21,Texas,2,3302,3,2519.96,-10.0,29.6984,-95.5405,3,3,2,2,1,16
